"","Overall","Value","Valor"
"2187",74,"€4.2M",4200000
"2188",74,"€5.5M",5500000
"2189",74,"€8M",8000000
"2190",74,"€7.5M",7500000
"2191",74,"€8.5M",8500000
"2192",74,"€7.5M",7500000
"2193",74,"€5M",5000000
"2194",74,"€4.3M",4300000
"2195",74,"€6.5M",6500000
"2196",74,"€8M",8000000
"2197",74,"€5.5M",5500000
"2198",74,"€3.2M",3200000
"2199",74,"€6M",6000000
"2200",74,"€4.9M",4900000
"2201",74,"€6M",6000000
"2202",74,"€1.3M",1300000
"2203",74,"€1.6M",1600000
"2204",74,"€4.9M",4900000
"2205",74,"€3.8M",3800000
"2206",74,"€4.2M",4200000
"2207",74,"€5.5M",5500000
"2208",74,"€8M",8000000
"2209",74,"€9.5M",9500000
"2210",74,"€4.7M",4700000
"2211",74,"€9.5M",9500000
"2212",74,"€6M",6000000
"2213",74,"€4.3M",4300000
"2214",74,"€7.5M",7500000
"2215",74,"€6.5M",6500000
"2216",74,"€1.7M",1700000
"2217",74,"€2.8M",2800000
"2218",74,"€6M",6000000
"2219",74,"€7.5M",7500000
"2220",74,"€2.8M",2800000
"2221",74,"€750K",750000
"2222",74,"€2.6M",2600000
"2223",74,"€6.5M",6500000
"2224",74,"€6M",6000000
"2225",74,"€2.8M",2800000
"2226",74,"€6M",6000000
"2227",74,"€7M",7000000
"2228",74,"€2.8M",2800000
"2229",74,"€7M",7000000
"2230",74,"€7.5M",7500000
"2231",74,"€7.5M",7500000
"2232",74,"€6.5M",6500000
"2233",74,"€8.5M",8500000
"2234",74,"€3.2M",3200000
"2235",74,"€4.5M",4500000
"2236",74,"€1.2M",1200000
"2237",74,"€4.4M",4400000
"2238",74,"€4.9M",4900000
"2239",74,"€5.5M",5500000
"2240",74,"€6M",6000000
"2241",74,"€1.7M",1700000
"2242",74,"€3.2M",3200000
"2243",74,"€6M",6000000
"2244",74,"€3.4M",3400000
"2245",74,"€6M",6000000
"2246",74,"€6.5M",6500000
"2247",74,"€5M",5000000
"2248",74,"€8M",8000000
"2249",74,"€6.5M",6500000
"2250",74,"€4.1M",4100000
"2251",74,"€4.4M",4400000
"2252",74,"€6M",6000000
"2253",74,"€7M",7000000
"2254",74,"€1.6M",1600000
"2255",74,"€6M",6000000
"2256",74,"€8M",8000000
"2257",74,"€5M",5000000
"2258",74,"€5.5M",5500000
"2259",74,"€7.5M",7500000
"2260",74,"€6M",6000000
"2261",74,"€6.5M",6500000
"2262",74,"€5.5M",5500000
"2263",74,"€6M",6000000
"2264",74,"€5.5M",5500000
"2265",74,"€2.3M",2300000
"2266",74,"€5.5M",5500000
"2267",74,"€6.5M",6500000
"2268",74,"€7.5M",7500000
"2269",74,"€4.4M",4400000
"2270",74,"€7.5M",7500000
"2271",74,"€4.9M",4900000
"2272",74,"€4.6M",4600000
"2273",74,"€7.5M",7500000
"2274",74,"€4.3M",4300000
"2275",74,"€5.5M",5500000
"2276",74,"€6M",6000000
"2277",74,"€5M",5000000
"2278",74,"€7.5M",7500000
"2279",74,"€3.1M",3100000
"2280",74,"€7M",7000000
"2281",74,"€7.5M",7500000
"2282",74,"€3.4M",3400000
"2283",74,"€4.5M",4500000
"2284",74,"€3.8M",3800000
"2285",74,"€5.5M",5500000
"2286",74,"€4.6M",4600000
"2287",74,"€5.5M",5500000
"2288",74,"€375K",375000
"2289",74,"€1.3M",1300000
"2290",74,"€6.5M",6500000
"2291",74,"€1.8M",1800000
"2292",74,"€4.4M",4400000
"2293",74,"€6M",6000000
"2294",74,"€8M",8000000
"2295",74,"€6M",6000000
"2296",74,"€6M",6000000
"2297",74,"€7.5M",7500000
"2298",74,"€5.5M",5500000
"2299",74,"€6.5M",6500000
"2300",74,"€4.2M",4200000
"2301",74,"€5.5M",5500000
"2302",74,"€5.5M",5500000
"2303",74,"€6M",6000000
"2304",74,"€7M",7000000
"2305",74,"€6.5M",6500000
"2306",74,"€2.8M",2800000
"2307",74,"€4.5M",4500000
"2308",74,"€3.7M",3700000
"2309",74,"€7M",7000000
"2310",74,"€7.5M",7500000
"2311",74,"€5M",5000000
"2312",74,"€5.5M",5500000
"2313",74,"€6.5M",6500000
"2314",74,"€4.4M",4400000
"2315",74,"€1.6M",1600000
"2316",74,"€5.5M",5500000
"2317",74,"€6.5M",6500000
"2318",74,"€5.5M",5500000
"2319",74,"€7M",7000000
"2320",74,"€8.5M",8500000
"2321",74,"€4.3M",4300000
"2322",74,"€2.2M",2200000
"2323",74,"€6M",6000000
"2324",74,"€6.5M",6500000
"2325",74,"€8M",8000000
"2326",74,"€2.3M",2300000
"2327",74,"€5.5M",5500000
"2328",74,"€5.5M",5500000
"2329",74,"€4.4M",4400000
"2330",74,"€6.5M",6500000
"2331",74,"€6M",6000000
"2332",74,"€3.5M",3500000
"2333",74,"€5M",5000000
"2334",74,"€3.2M",3200000
"2335",74,"€7M",7000000
"2336",74,"€5.5M",5500000
"2337",74,"€5.5M",5500000
"2338",74,"€3.8M",3800000
"2339",74,"€4.9M",4900000
"2340",74,"€5.5M",5500000
"2341",74,"€7.5M",7500000
"2342",74,"€6.5M",6500000
"2343",74,"€8M",8000000
"2344",74,"€8M",8000000
"2345",74,"€8.5M",8500000
"2346",74,"€8M",8000000
"2347",74,"€8.5M",8500000
"2348",74,"€8M",8000000
"2349",74,"€6M",6000000
"2350",74,"€7M",7000000
"2351",74,"€4.2M",4200000
"2352",74,"€5M",5000000
"2353",74,"€5M",5000000
"2354",74,"€650K",650000
"2355",74,"€7.5M",7500000
"2356",74,"€9.5M",9500000
"2357",74,"€4.6M",4600000
"2358",74,"€5.5M",5500000
"2359",74,"€9.5M",9500000
"2360",74,"€4.6M",4600000
"2361",74,"€3.8M",3800000
"2362",74,"€5.5M",5500000
"2363",74,"€6M",6000000
"2364",74,"€7.5M",7500000
"2365",74,"€7.5M",7500000
"2366",74,"€6M",6000000
"2367",74,"€6.5M",6500000
"2368",74,"€6M",6000000
"2369",74,"€6M",6000000
"2370",74,"€4.9M",4900000
"2371",74,"€5.5M",5500000
"2372",74,"€4.1M",4100000
"2373",74,"€5.5M",5500000
"2374",74,"€4.4M",4400000
"2375",74,"€6.5M",6500000
"2376",74,"€4.4M",4400000
"2377",74,"€4.4M",4400000
"2378",74,"€7M",7000000
"2379",74,"€8.5M",8500000
"2380",74,"€5.5M",5500000
"2381",74,"€6M",6000000
"2382",74,"€7M",7000000
"2383",74,"€6M",6000000
"2384",74,"€8M",8000000
"2385",74,"€5.5M",5500000
"2386",74,"€5.5M",5500000
"2387",74,"€6M",6000000
"2388",74,"€5.5M",5500000
"2389",74,"€4.6M",4600000
"2390",74,"€6.5M",6500000
"2391",74,"€8M",8000000
"2392",74,"€3.5M",3500000
"2393",74,"€6.5M",6500000
"2394",74,"€4.4M",4400000
"2395",74,"€7M",7000000
"2396",74,"€2.3M",2300000
"2397",74,"€6.5M",6500000
"2398",74,"€8.5M",8500000
"2399",74,"€3.2M",3200000
"2400",74,"€6.5M",6500000
"2401",74,"€5.5M",5500000
"2402",74,"€7M",7000000
"2403",74,"€9.5M",9500000
"2404",74,"€5M",5000000
"2405",74,"€5M",5000000
"2406",74,"€4M",4000000
"2407",74,"€2M",2000000
"2408",74,"€3.8M",3800000
"2409",74,"€4.3M",4300000
"2410",74,"€1.6M",1600000
"2411",74,"€6M",6000000
"2412",74,"€6M",6000000
"2413",74,"€5M",5000000
"2414",74,"€4.4M",4400000
"2415",74,"€5M",5000000
"2416",74,"€7.5M",7500000
"2417",74,"€3.2M",3200000
"2418",74,"€5.5M",5500000
"2419",74,"€5.5M",5500000
"2420",74,"€9.5M",9500000
"2421",74,"€4.2M",4200000
"2422",74,"€7.5M",7500000
"2423",74,"€3.6M",3600000
"2424",74,"€6.5M",6500000
"2425",74,"€3.5M",3500000
"2426",74,"€6M",6000000
"2427",74,"€8M",8000000
"2428",74,"€6.5M",6500000
"2429",74,"€7M",7000000
"2430",74,"€4.1M",4100000
"2431",74,"€4.5M",4500000
"2432",74,"€5M",5000000
"2433",74,"€4M",4000000
"2434",74,"€6.5M",6500000
"2435",74,"€7.5M",7500000
"2436",74,"€6.5M",6500000
"2437",74,"€5M",5000000
"2438",74,"€10M",10000000
"2439",74,"€4.2M",4200000
"2440",74,"€6M",6000000
"2441",74,"€7M",7000000
"2442",74,"€3.2M",3200000
"2443",74,"€5.5M",5500000
"2444",74,"€4.6M",4600000
"2445",74,"€5.5M",5500000
"2446",74,"€6M",6000000
"2447",74,"€7M",7000000
"2448",74,"€4.4M",4400000
"2449",74,"€5M",5000000
"2450",74,"€5.5M",5500000
"2451",74,"€7.5M",7500000
"2452",74,"€5.5M",5500000
"2453",74,"€6M",6000000
"2454",74,"€5.5M",5500000
"2455",74,"€4.8M",4800000
"2456",74,"€6M",6000000
"2457",74,"€4.8M",4800000
"2458",74,"€1.7M",1700000
"2459",74,"€5.5M",5500000
"2460",74,"€6M",6000000
"2461",74,"€3.8M",3800000
"2462",74,"€3.2M",3200000
"2463",74,"€6M",6000000
"2464",74,"€6.5M",6500000
"2465",74,"€9M",9000000
"2466",74,"€6.5M",6500000
"2467",74,"€4.6M",4600000
"2468",74,"€7M",7000000
"2469",74,"€5.5M",5500000
"2470",74,"€5.5M",5500000
"2471",74,"€5.5M",5500000
"2472",74,"€5M",5000000
"2473",74,"€4.6M",4600000
"2474",74,"€6M",6000000
"2475",74,"€6M",6000000
"2476",74,"€6.5M",6500000
"2477",74,"€1.3M",1300000
"2478",74,"€5.5M",5500000
"2479",74,"€4.4M",4400000
"2480",74,"€7M",7000000
"2481",74,"€2.3M",2300000
"2482",74,"€2.8M",2800000
"2483",74,"€8.5M",8500000
"2484",74,"€6M",6000000
"2485",74,"€4.7M",4700000
"2486",74,"€4.9M",4900000
"2487",74,"€4.8M",4800000
"2488",74,"€6M",6000000
"2489",74,"€3.8M",3800000
"2490",74,"€9.5M",9500000
"2491",74,"€6.5M",6500000
"2492",74,"€3.3M",3300000
"2493",74,"€4.4M",4400000
"2494",74,"€7.5M",7500000
"2495",74,"€4.4M",4400000
"2496",74,"€7M",7000000
"2497",74,"€4.3M",4300000
"2498",74,"€6.5M",6500000
"2499",74,"€6M",6000000
"2500",74,"€6.5M",6500000
"2501",74,"€6M",6000000
"2502",74,"€5.5M",5500000
"2503",74,"€6M",6000000
"2504",74,"€8M",8000000
"2505",74,"€5.5M",5500000
"2506",74,"€8.5M",8500000
"2507",74,"€1.7M",1700000
"2508",74,"€7M",7000000
"2509",74,"€7M",7000000
"2510",74,"€4.7M",4700000
"2511",74,"€5.5M",5500000
"2512",74,"€4.7M",4700000
"2513",74,"€4.4M",4400000
"2514",74,"€5M",5000000
"2515",74,"€3M",3000000
"2516",74,"€6M",6000000
"2517",74,"€8M",8000000
"2518",74,"€6.5M",6500000
"2519",74,"€7.5M",7500000
"2520",74,"€5M",5000000
"2521",74,"€8.5M",8500000
"2522",74,"€5M",5000000
"2523",74,"€4.4M",4400000
"2524",74,"€3.4M",3400000
"2525",74,"€4.3M",4300000
"2526",74,"€7M",7000000
"2527",74,"€6.5M",6500000
"2528",74,"€4.2M",4200000
"2529",74,"€7M",7000000
"2530",74,"€1.3M",1300000
"2531",74,"€3.2M",3200000
"2532",74,"€6M",6000000
"2533",74,"€6M",6000000
"2534",74,"€3.1M",3100000
"2535",74,"€3.3M",3300000
"2536",74,"€3.4M",3400000
"2537",74,"€4.2M",4200000
"2538",74,"€7.5M",7500000
"2539",74,"€7M",7000000
"2540",74,"€5.5M",5500000
"2541",74,"€2.3M",2300000
"2542",74,"€6M",6000000
"2543",74,"€750K",750000
"2544",74,"€6.5M",6500000
"2545",74,"€3.6M",3600000
"2546",74,"€4.4M",4400000
"2547",74,"€2.3M",2300000
"2548",74,"€4.1M",4100000
"2549",74,"€2.3M",2300000
"2550",74,"€5M",5000000
"2551",74,"€6.5M",6500000
"2552",74,"€7M",7000000
"2553",74,"€6M",6000000
"2554",74,"€5.5M",5500000
"2555",74,"€8M",8000000
"2556",74,"€5.5M",5500000
"2557",74,"€8M",8000000
"2558",74,"€3.2M",3200000
"2559",74,"€2.3M",2300000
"2560",74,"€5.5M",5500000
"2561",74,"€7M",7000000
"2562",74,"€6.5M",6500000
"2563",74,"€4.4M",4400000
"2564",74,"€4.5M",4500000
"2565",74,"€4.4M",4400000
"2566",74,"€7.5M",7500000
"2567",74,"€4.2M",4200000
"2568",74,"€5.5M",5500000
"2569",74,"€5.5M",5500000
"2570",74,"€7M",7000000
"2571",74,"€7.5M",7500000
"2572",74,"€6M",6000000
"2573",74,"€6.5M",6500000
"2574",73,"€1.2M",1200000
"2575",73,"€3.6M",3600000
"2576",73,"€3.2M",3200000
"2577",73,"€5M",5000000
"2578",73,"€4M",4000000
"2579",73,"€5M",5000000
"2580",73,"€2.6M",2600000
"2581",73,"€5.5M",5500000
"2582",73,"€3.8M",3800000
"2583",73,"€1.6M",1600000
"2584",73,"€3.9M",3900000
"2585",73,"€2.7M",2700000
"2586",73,"€3.7M",3700000
"2587",73,"€2.7M",2700000
"2588",73,"€270K",270000
"2589",73,"€4.6M",4600000
"2590",73,"€4.1M",4100000
"2591",73,"€2.1M",2100000
"2592",73,"€4.8M",4800000
"2593",73,"€1.2M",1200000
"2594",73,"€2.2M",2200000
"2595",73,"€4.8M",4800000
"2596",73,"€3M",3000000
"2597",73,"€950K",950000
"2598",73,"€2.7M",2700000
"2599",73,"€2.3M",2300000
"2600",73,"€4.5M",4500000
"2601",73,"€5.5M",5500000
"2602",73,"€4.5M",4500000
"2603",73,"€5.5M",5500000
"2604",73,"€5.5M",5500000
"2605",73,"€3.4M",3400000
"2606",73,"€3.6M",3600000
"2607",73,"€3.8M",3800000
"2608",73,"€4.8M",4800000
"2609",73,"€7M",7000000
"2610",73,"€5.5M",5500000
"2611",73,"€4.3M",4300000
"2612",73,"€4.2M",4200000
"2613",73,"€2.6M",2600000
"2614",73,"€2.7M",2700000
"2615",73,"€3.1M",3100000
"2616",73,"€1.3M",1300000
"2617",73,"€3.1M",3100000
"2618",73,"€4M",4000000
"2619",73,"€3.7M",3700000
"2620",73,"€2.3M",2300000
"2621",73,"€2M",2000000
"2622",73,"€4.2M",4200000
"2623",73,"€4M",4000000
"2624",73,"€3.1M",3100000
"2625",73,"€3.2M",3200000
"2626",73,"€3M",3000000
"2627",73,"€4.8M",4800000
"2628",73,"€3.2M",3200000
"2629",73,"€4.8M",4800000
"2630",73,"€4.1M",4100000
"2631",73,"€4.8M",4800000
"2632",73,"€3.9M",3900000
"2633",73,"€2.8M",2800000
"2634",73,"€950K",950000
"2635",73,"€4.1M",4100000
"2636",73,"€3.5M",3500000
"2637",73,"€3M",3000000
"2638",73,"€2.6M",2600000
"2639",73,"€4.5M",4500000
"2640",73,"€1.3M",1300000
"2641",73,"€2.8M",2800000
"2642",73,"€4M",4000000
"2643",73,"€2.6M",2600000
"2644",73,"€4M",4000000
"2645",73,"€5M",5000000
"2646",73,"€3.8M",3800000
"2647",73,"€3M",3000000
"2648",73,"€4.3M",4300000
"2649",73,"€7M",7000000
"2650",73,"€4.2M",4200000
"2651",73,"€4M",4000000
"2652",73,"€4.5M",4500000
"2653",73,"€3M",3000000
"2654",73,"€4.6M",4600000
"2655",73,"€3.2M",3200000
"2656",73,"€3.8M",3800000
"2657",73,"€6M",6000000
"2658",73,"€5M",5000000
"2659",73,"€4.1M",4100000
"2660",73,"€4.2M",4200000
"2661",73,"€4.7M",4700000
"2662",73,"€3.2M",3200000
"2663",73,"€3M",3000000
"2664",73,"€3.8M",3800000
"2665",73,"€5M",5000000
"2666",73,"€5.5M",5500000
"2667",73,"€4.8M",4800000
"2668",73,"€1.2M",1200000
"2669",73,"€4.1M",4100000
"2670",73,"€3.7M",3700000
"2671",73,"€3M",3000000
"2672",73,"€270K",270000
"2673",73,"€3.9M",3900000
"2674",73,"€3.9M",3900000
"2675",73,"€2.3M",2300000
"2676",73,"€4.7M",4700000
"2677",73,"€4.1M",4100000
"2678",73,"€5.5M",5500000
"2679",73,"€4.2M",4200000
"2680",73,"€1.3M",1300000
"2681",73,"€5.5M",5500000
"2682",73,"€3M",3000000
"2683",73,"€5M",5000000
"2684",73,"€3.2M",3200000
"2685",73,"€3.2M",3200000
"2686",73,"€3.5M",3500000
"2687",73,"€5M",5000000
"2688",73,"€4M",4000000
"2689",73,"€4M",4000000
"2690",73,"€7M",7000000
"2691",73,"€3.9M",3900000
"2692",73,"€4.2M",4200000
"2693",73,"€3.7M",3700000
"2694",73,"€2.9M",2900000
"2695",73,"€4.1M",4100000
"2696",73,"€3.4M",3400000
"2697",73,"€5.5M",5500000
"2698",73,"€4.9M",4900000
"2699",73,"€3.7M",3700000
"2700",73,"€3.2M",3200000
"2701",73,"€4.8M",4800000
"2702",73,"€3.1M",3100000
"2703",73,"€4M",4000000
"2704",73,"€3.9M",3900000
"2705",73,"€6M",6000000
"2706",73,"€5.5M",5500000
"2707",73,"€5.5M",5500000
"2708",73,"€7.5M",7500000
"2709",73,"€2.7M",2700000
"2710",73,"€2.4M",2400000
"2711",73,"€4M",4000000
"2712",73,"€5.5M",5500000
"2713",73,"€3.3M",3300000
"2714",73,"€4.9M",4900000
"2715",73,"€1.8M",1800000
"2716",73,"€4.2M",4200000
"2717",73,"€4.8M",4800000
"2718",73,"€5.5M",5500000
"2719",73,"€7M",7000000
"2720",73,"€5.5M",5500000
"2721",73,"€4.7M",4700000
"2722",73,"€3.5M",3500000
"2723",73,"€4M",4000000
"2724",73,"€3.4M",3400000
"2725",73,"€3.1M",3100000
"2726",73,"€3M",3000000
"2727",73,"€4.3M",4300000
"2728",73,"€4.7M",4700000
"2729",73,"€3.9M",3900000
"2730",73,"€4.7M",4700000
"2731",73,"€4M",4000000
"2732",73,"€2.2M",2200000
"2733",73,"€3.1M",3100000
"2734",73,"€6M",6000000
"2735",73,"€2.2M",2200000
"2736",73,"€4.3M",4300000
"2737",73,"€1.6M",1600000
"2738",73,"€4.8M",4800000
"2739",73,"€3.6M",3600000
"2740",73,"€2.5M",2500000
"2741",73,"€4M",4000000
"2742",73,"€2.7M",2700000
"2743",73,"€2.3M",2300000
"2744",73,"€4.3M",4300000
"2745",73,"€5M",5000000
"2746",73,"€1.9M",1900000
"2747",73,"€3M",3000000
"2748",73,"€3.5M",3500000
"2749",73,"€6.5M",6500000
"2750",73,"€3.9M",3900000
"2751",73,"€3M",3000000
"2752",73,"€2.7M",2700000
"2753",73,"€3.4M",3400000
"2754",73,"€5.5M",5500000
"2755",73,"€2.5M",2500000
"2756",73,"€4M",4000000
"2757",73,"€4M",4000000
"2758",73,"€4.7M",4700000
"2759",73,"€1.6M",1600000
"2760",73,"€4.3M",4300000
"2761",73,"€4.5M",4500000
"2762",73,"€7M",7000000
"2763",73,"€3.9M",3900000
"2764",73,"€4.9M",4900000
"2765",73,"€3M",3000000
"2766",73,"€3.4M",3400000
"2767",73,"€2.3M",2300000
"2768",73,"€4.2M",4200000
"2769",73,"€3.2M",3200000
"2770",73,"€3.4M",3400000
"2771",73,"€4.9M",4900000
"2772",73,"€3.2M",3200000
"2773",73,"€2.3M",2300000
"2774",73,"€2.7M",2700000
"2775",73,"€5M",5000000
"2776",73,"€1.9M",1900000
"2777",73,"€3.9M",3900000
"2778",73,"€4.2M",4200000
"2779",73,"€3.7M",3700000
"2780",73,"€2.6M",2600000
"2781",73,"€4.1M",4100000
"2782",73,"€550K",550000
"2783",73,"€3M",3000000
"2784",73,"€5.5M",5500000
"2785",73,"€5.5M",5500000
"2786",73,"€270K",270000
"2787",73,"€4.7M",4700000
"2788",73,"€1.8M",1800000
"2789",73,"€3M",3000000
"2790",73,"€5.5M",5500000
"2791",73,"€5M",5000000
"2792",73,"€3.1M",3100000
"2793",73,"€4.9M",4900000
"2794",73,"€7M",7000000
"2795",73,"€3.2M",3200000
"2796",73,"€5.5M",5500000
"2797",73,"€3.4M",3400000
"2798",73,"€950K",950000
"2799",73,"€4.4M",4400000
"2800",73,"€3.8M",3800000
"2801",73,"€5.5M",5500000
"2802",73,"€4.7M",4700000
"2803",73,"€3.9M",3900000
"2804",73,"€2.6M",2600000
"2805",73,"€4.6M",4600000
"2806",73,"€1.3M",1300000
"2807",73,"€7M",7000000
"2808",73,"€3M",3000000
"2809",73,"€6M",6000000
"2810",73,"€3.6M",3600000
"2811",73,"€5M",5000000
"2812",73,"€4M",4000000
"2813",73,"€2.3M",2300000
"2814",73,"€4.2M",4200000
"2815",73,"€2.3M",2300000
"2816",73,"€2.3M",2300000
"2817",73,"€2.2M",2200000
"2818",73,"€3M",3000000
"2819",73,"€4.2M",4200000
"2820",73,"€4.1M",4100000
"2821",73,"€3.9M",3900000
"2822",73,"€4M",4000000
"2823",73,"€3.3M",3300000
"2824",73,"€4.5M",4500000
"2825",73,"€3.8M",3800000
"2826",73,"€3.9M",3900000
"2827",73,"€4M",4000000
"2828",73,"€4.8M",4800000
"2829",73,"€2.2M",2200000
"2830",73,"€2.1M",2100000
"2831",73,"€3.2M",3200000
"2832",73,"€5.5M",5500000
"2833",73,"€4.5M",4500000
"2834",73,"€3.9M",3900000
"2835",73,"€1.2M",1200000
"2836",73,"€3.4M",3400000
"2837",73,"€5.5M",5500000
"2838",73,"€7M",7000000
"2839",73,"€3.3M",3300000
"2840",73,"€3M",3000000
"2841",73,"€4.2M",4200000
"2842",73,"€2M",2000000
"2843",73,"€3M",3000000
"2844",73,"€4M",4000000
"2845",73,"€3.8M",3800000
"2846",73,"€4.7M",4700000
"2847",73,"€3.9M",3900000
"2848",73,"€4.8M",4800000
"2849",73,"€2.7M",2700000
"2850",73,"€3.8M",3800000
"2851",73,"€4.4M",4400000
"2852",73,"€2.3M",2300000
"2853",73,"€4.2M",4200000
"2854",73,"€3.5M",3500000
"2855",73,"€6M",6000000
"2856",73,"€3.4M",3400000
"2857",73,"€5M",5000000
"2858",73,"€4.2M",4200000
"2859",73,"€4.9M",4900000
"2860",73,"€4.3M",4300000
"2861",73,"€7M",7000000
"2862",73,"€3M",3000000
"2863",73,"€4M",4000000
"2864",73,"€4.9M",4900000
"2865",73,"€5.5M",5500000
"2866",73,"€8M",8000000
"2867",73,"€4.5M",4500000
"2868",73,"€3.4M",3400000
"2869",73,"€4.2M",4200000
"2870",73,"€3.5M",3500000
"2871",73,"€5M",5000000
"2872",73,"€5.5M",5500000
"2873",73,"€1.6M",1600000
"2874",73,"€3.7M",3700000
"2875",73,"€1.2M",1200000
"2876",73,"€5M",5000000
"2877",73,"€3.2M",3200000
"2878",73,"€2.3M",2300000
"2879",73,"€4M",4000000
"2880",73,"€1.1M",1100000
"2881",73,"€5.5M",5500000
"2882",73,"€2.6M",2600000
"2883",73,"€3M",3000000
"2884",73,"€6M",6000000
"2885",73,"€3.7M",3700000
"2886",73,"€3.4M",3400000
"2887",73,"€5.5M",5500000
"2888",73,"€4.7M",4700000
"2889",73,"€3.8M",3800000
"2890",73,"€5M",5000000
"2891",73,"€4M",4000000
"2892",73,"€5M",5000000
"2893",73,"€4.8M",4800000
"2894",73,"€5M",5000000
"2895",73,"€5M",5000000
"2896",73,"€3.9M",3900000
"2897",73,"€4.5M",4500000
"2898",73,"€7M",7000000
"2899",73,"€6M",6000000
"2900",73,"€2.1M",2100000
"2901",73,"€2M",2000000
"2902",73,"€270K",270000
"2903",73,"€3.1M",3100000
"2904",73,"€4M",4000000
"2905",73,"€4.1M",4100000
"2906",73,"€6M",6000000
"2907",73,"€4.4M",4400000
"2908",73,"€3.6M",3600000
"2909",73,"€4.7M",4700000
"2910",73,"€3.5M",3500000
"2911",73,"€1.6M",1600000
"2912",73,"€3M",3000000
"2913",73,"€3.2M",3200000
"2914",73,"€4.7M",4700000
"2915",73,"€5.5M",5500000
"2916",73,"€2.5M",2500000
"2917",73,"€4.9M",4900000
"2918",73,"€3.9M",3900000
"2919",73,"€3.5M",3500000
"2920",73,"€3.9M",3900000
"2921",73,"€5.5M",5500000
"2922",73,"€4.8M",4800000
"2923",73,"€3.9M",3900000
"2924",73,"€3.9M",3900000
"2925",73,"€4.1M",4100000
"2926",73,"€5.5M",5500000
"2927",73,"€6.5M",6500000
"2928",73,"€1.5M",1500000
"2929",73,"€3.2M",3200000
"2930",73,"€1.2M",1200000
"2931",73,"€4.1M",4100000
"2932",73,"€4M",4000000
"2933",73,"€4.2M",4200000
"2934",73,"€5.5M",5500000
"2935",73,"€4.8M",4800000
"2936",73,"€6M",6000000
"2937",73,"€2M",2000000
"2938",73,"€4.5M",4500000
"2939",73,"€2.4M",2400000
"2940",73,"€3.2M",3200000
"2941",73,"€3.9M",3900000
"2942",73,"€3.2M",3200000
"2943",73,"€4.3M",4300000
"2944",73,"€4M",4000000
"2945",73,"€3.6M",3600000
"2946",73,"€4.9M",4900000
"2947",73,"€4.8M",4800000
"2948",73,"€4.5M",4500000
"2949",73,"€3.6M",3600000
"2950",73,"€4.5M",4500000
"2951",73,"€5.5M",5500000
"2952",73,"€5M",5000000
"2953",73,"€3M",3000000
"2954",73,"€5.5M",5500000
"2955",73,"€3.1M",3100000
"2956",73,"€3M",3000000
"2957",73,"€5.5M",5500000
"2958",73,"€4.5M",4500000
"2959",73,"€5M",5000000
"2960",73,"€3.3M",3300000
"2961",73,"€1.6M",1600000
"2962",73,"€4.3M",4300000
"2963",73,"€6M",6000000
"2964",73,"€3.1M",3100000
"2965",73,"€5.5M",5500000
"2966",73,"€3.1M",3100000
"2967",73,"€4.4M",4400000
"2968",73,"€5M",5000000
"2969",73,"€3.1M",3100000
"2970",73,"€3.9M",3900000
"2971",73,"€2.9M",2900000
"2972",73,"€4.7M",4700000
"2973",73,"€4M",4000000
"2974",73,"€4.3M",4300000
"2975",73,"€5.5M",5500000
"2976",73,"€4.5M",4500000
"2977",73,"€3.2M",3200000
"2978",73,"€5.5M",5500000
"2979",73,"€3.1M",3100000
"2980",73,"€3.1M",3100000
"2981",73,"€7M",7000000
"2982",73,"€2.6M",2600000
"2983",73,"€3.7M",3700000
"2984",73,"€3.6M",3600000
"2985",73,"€3.5M",3500000
"2986",73,"€3.7M",3700000
"2987",73,"€3.2M",3200000
"2988",73,"€3.2M",3200000
"2989",73,"€2.6M",2600000
"2990",73,"€2.7M",2700000
"2991",73,"€5.5M",5500000
"2992",73,"€3M",3000000
"2993",73,"€2.3M",2300000
"2994",73,"€3.1M",3100000
"2995",73,"€4.1M",4100000
"2996",73,"€5.5M",5500000
"2997",73,"€2M",2000000
"2998",73,"€5.5M",5500000
"2999",73,"€3.9M",3900000
"3000",73,"€5M",5000000
"3001",73,"€5M",5000000
"3002",73,"€550K",550000
"3003",73,"€3M",3000000
"3004",73,"€4M",4000000
"3005",73,"€1.3M",1300000
"3006",73,"€2.6M",2600000
"3007",73,"€3M",3000000
"3008",73,"€3.6M",3600000
"3009",73,"€2.6M",2600000
"3010",73,"€1.6M",1600000
"3011",73,"€3.9M",3900000
"3012",73,"€4M",4000000
"3013",73,"€3.2M",3200000
"3014",73,"€5M",5000000
"3015",73,"€4M",4000000
"3016",73,"€3.9M",3900000
"3017",73,"€4.1M",4100000
"3018",73,"€2.4M",2400000
"3019",73,"€4M",4000000
"3020",73,"€4.5M",4500000
"3021",73,"€4.2M",4200000
"3022",73,"€7M",7000000
"3023",73,"€4.8M",4800000
"3024",73,"€5.5M",5500000
"3025",73,"€5.5M",5500000
"3026",73,"€2.7M",2700000
"3027",73,"€3.2M",3200000
"3028",73,"€4.9M",4900000
"3029",73,"€3.9M",3900000
"3030",73,"€4.3M",4300000
"3031",73,"€2.3M",2300000
"3032",73,"€3.1M",3100000
"3033",73,"€3M",3000000
"3034",73,"€5.5M",5500000
"3035",73,"€3.8M",3800000
"3036",73,"€5.5M",5500000
"3037",73,"€5M",5000000
"3038",73,"€4.3M",4300000
